0,533
0.9975586,7874
1.672852,7877
2.347656,7880
3.022461,7884
3.697754,7890
4.372559,5900
5.047852,5906
5.722656,5913
6.397461,5920
7.072754,5928
7.747559,5937
8.422852,5947
9.097656,5958
9.772461,5970
10.44775,5982
11.12256,5996
11.79785,6010
12.47266,6026
13.14795,6042
13.82275,6059
14.49756,6077
15.17285,6096
15.84766,6116
16.52295,6137
17.19775,6159
17.87256,6182
18.54785,6206
19.22266,6231
19.89795,6257
20.57275,6284
21.24756,6312
21.92285,6342
22.59766,6373
23.27295,6404
23.94775,6438
24.62256,6472
25.29785,6507
25.97266,6544
26.64795,6583
27.32275,6622
27.99805,6663
28.67285,6706
29.34766,6750
30.02295,6795
30.69775,6842
31.37305,6891
32.04785,6941
32.72266,6993
33.39795,7047
34.07275,7103
34.74805,7160
35.42285,7220
36.09766,7281
36.77295,7345
37.44775,7411
38.12305,7479
38.79785,7549
39.47314,7622
40.14795,7697
40.82275,7775
41.49805,7855
42.17285,7939
42.84814,8025
43.52295,8064
44.19775,7966
44.87305,7871
45.54785,7780
46.22314,7691
46.89795,7606
47.57275,7523
48.24805,7444
48.92285,7367
49.59814,7292
50.27295,7221
50.94824,7151
51.62305,7084
52.29785,7019
52.97314,6956
53.64795,6895
54.32324,6836
54.99805,6779
55.67285,6724
56.34814,6671
57.02295,6620
57.69824,6570
58.37305,6522
59.04785,6475
59.72314,6430
60.39795,6387
61.07324,6345
61.74805,6304
62.42334,6265
63.09814,6227
63.77295,6191
64.44824,6155
65.12305,6121
65.79834,6088
66.47314,6057
67.14795,6026
67.82324,5997
68.49805,5969
69.17334,5941
69.84814,5915
70.52295,5890
71.19824,5866
71.87305,5843
72.54834,5821
73.22314,5800
73.89844,5780
74.57324,5761
75.24805,5742
75.92334,5725
76.59814,5709
77.27344,5693
77.94824,5678
78.62305,5664
79.29834,5651
79.97314,5639
80.64844,5628
81.32324,5617
81.99805,5608
82.67334,5599
83.34814,5591
84.02344,5584
84.69824,5577
85.37305,5571
86.04834,5566
86.72314,5562
87.39844,5559
88.07324,5556
88.74854,5555
89.42334,5553
90.09814,5553
90.77344,5554
91.44824,5555
92.12354,5557
92.79834,5560
93.47314,5563
94.14844,5568
94.82324,5573
95.49854,5579
96.17334,5586
96.84814,5593
97.52344,5601
98.19824,5611
98.87354,5620
99.54834,5631
100.2231,5643
100.8984,5655
101.5732,5668
102.2485,5683
102.9233,5698
103.5986,5713
104.2734,5730
104.9482,5748
105.6235,5766
106.2983,5786
106.9736,5806
107.6484,5827
108.3232,5850
108.9985,5793
109.6733,5602
110.3486,5424
111.0234,5257
111.6982,5101
112.3735,4955
113.0483,4817
113.7236,4688
114.3984,4566
115.0732,4450
115.7485,4341
116.4233,4238
117.0986,4140
117.7734,4047
118.4487,3959
119.1235,3875
119.7983,3795
120.4736,3719
121.1484,3646
121.8237,3577
122.4985,3510
123.1733,3447
123.8486,3386
124.5234,3328
125.1987,3272
125.8735,3218
126.5483,3167
127.2236,3118
127.8984,3070
128.5737,3025
129.2485,2981
129.9238,2939
130.5986,2898
131.2734,2859
131.9487,2821
132.6235,2785
133.2988,2750
133.9736,2716
134.6484,2684
135.3237,2652
135.9985,2622
136.6738,2592
137.3486,2564
138.0234,2537
138.6987,2510
139.3735,2485
140.0488,2460
140.7236,2436
141.3984,2413
142.0737,2391
142.7485,2369
143.4238,2348
144.0986,2328
144.7739,2309
145.4487,2290
146.1235,2271
146.7988,2254
147.4736,2237
148.1489,2220
148.8237,2204
149.4985,2189
150.1738,2174
150.8486,2159
151.5239,2145
152.1987,2132
152.8735,2119
153.5488,2106
154.2236,2094
154.8989,2082
155.5737,2071
156.249,2060
156.9238,2050
157.5986,2040
158.2739,2030
158.9487,2021
159.624,2012
160.2988,2003
160.9736,1995
161.6489,1987
162.3237,1979
162.999,1972
163.6738,1965
164.3486,1958
165.0239,1952
165.6987,1946
166.374,1940
